Ticker,Company Name,Sector,Date,Incorporation Region,Filing Link
AIZ,"ASSURANT, INC.",Financials,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1267238/000126723822000006/aiz-20211231.htm
NRG,"NRG ENERGY, INC.",Utilities,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1013871/000101387122000010/nrg-20211231.htm
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2022-02-10,MARYLAND,https://www.sec.gov/Archives/edgar/data/34903/000003490322000023/frt-20211231.htm
RL,RALPH LAUREN CORP,Consumer Discretionary,2021-05-20,DELAWARE,https://www.sec.gov/Archives/edgar/data/1037038/000103703821000022/rl-20210327.htm
PBCT,"People's United Financial, Inc.",Financials,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/1378946/000162828022004389/pbct-20211231.htm
DXC,DXC Technology Co,Information Technology,2021-05-27,NEVADA,https://www.sec.gov/Archives/edgar/data/1688568/000168856821000029/dxc-20210331.htm
VNO,VORNADO REALTY TRUST,Real Estate,2022-02-14,MARYLAND,https://www.sec.gov/Archives/edgar/data/899689/000089968922000006/vno-20211231.htm
PENN,PENN NATIONAL GAMING INC,Consumer Discretionary,2022-02-28,PENNSYLVANIA,https://www.sec.gov/Archives/edgar/data/921738/000092173822000011/penn-20211231.htm
PNW,PINNACLE WEST CAPITAL CORP,Utilities,2022-02-25,ARIZONA,https://www.sec.gov/Archives/edgar/data/7286/000076462222000014/pnw-20211231.htm
ALK,"ALASKA AIR GROUP, INC.",Industrials,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/766421/000076642122000009/alk-20211231.htm
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,2022-02-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm
IPGP,IPG PHOTONICS CORP,Information Technology,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1111928/000111192822000025/ipgp-20211231.htm
UA,"Under Armour, Inc.",Consumer Discretionary,2022-02-23,MARYLAND,https://www.sec.gov/Archives/edgar/data/1336917/000133691722000010/ua-20211231.htm
PVH,PVH CORP. /DE/,Consumer Discretionary,2021-03-31,DELAWARE,https://www.sec.gov/Archives/edgar/data/78239/000007823921000017/pvh-20210131.htm
NLSN,Nielsen Holdings plc,Industrials,2022-02-28,UNITED KINGDOM,https://www.sec.gov/ix?doc=/Archives/edgar/data/1492633/000156459022007612/nlsnnv-10k_20211231.htm
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,2022-03-01,BERMUDA,https://www.sec.gov/Archives/edgar/data/1513761/000155837022002516/nclh-20211231x10k.htm
